Name,Mw,Omega,Tc,Pc,Vc,Zc,Tm,Tb,Ttr,Ptr,Vliq,SolPar,,,,,,,,,,,,,,,,,
trans-4-OCTENE,"112,215","0,3393",573,"25,463","0,48","0,26","179,37","395,41","179,37","1,88E-07","1,58E-01","15,4087",,,,,,,,,,,,,,,,,
ISOBUTENE,"56,108","0,1943","417,9","39,477","0,2389","0,275","132,81","266,25","132,81","6,14E-06","9,54E-02","13,6593",,,,,,,,,,,,,,,,,
2-METHYL-1-BUTENE,"70,134","0,23",465,"33,555","0,292","0,257","135,578","304,305","135,578","1,94E-07","1,09E-01","14,7021",,,,,,,,,,,,,,,,,
2-METHYL-2-BUTENE,"70,134","0,2753",471,"33,555","0,292","0,254","139,39","311,705","139,39","1,92E-07","1,07E-01","15,1741",,,,,,,,,,,,,,,,,
3-METHYL-1-BUTENE,"70,134","0,2297","450,37","34,74","0,3021","0,284","104,66","293,205","104,66","1,40E-10","1,12E-01","13,9567",,,,,,,,,,,,,,,,,
2-METHYL-1-PENTENE,"84,161","0,2406",507,"31,187","0,359","0,269","137,42","335,25","137,42","8,59E-09","1,25E-01","15,0648",,,,,,,,,,,,,,,,,
2-METHYL-2-PENTENE,"84,161","0,2445",514,"31,187","0,363","0,268","138,07","340,45","138,07","5,96E-09","1,24E-01","15,3752",,,,,,,,,,,,,,,,,
3-METHYL-1-PENTENE,"84,161","0,264",495,"32,47","0,3433","0,274","120,2","327,33","120,2","2,31E-10","1,27E-01","14,4355",,,,,,,,,,,,,,,,,
3-METHYL-cis-2-PENTENE,"84,161","0,2585",515,"32,472","0,343","0,264","138,31","340,85","138,31","8,19E-09","1,22E-01","15,4141",,,,,,,,,,,,,,,,,
3-METHYL-trans-2-PENTENE,"84,161","0,2627",517,"31,483","0,343","0,255","134,705","343,588","134,705","1,53E-09","1,21E-01","15,7059",,,,,,,,,,,,,,,,,
4-METHYL-1-PENTENE,"84,161","0,2389",496,"31,779","0,345","0,269","119,51","327,01","119,51","1,58E-10","1,28E-01","14,4777",,,,,,,,,,,,,,,,,
4-METHYL-cis-2-PENTENE,"84,161","0,2442",499,"31,779","0,346","0,269","138,3","329,53","138,3","2,13E-08","1,27E-01","14,6097",,,,,,,,,,,,,,,,,
4-METHYL-trans-2-PENTENE,"84,161","0,2552",501,"31,779","0,346","0,267","132,35","331,75","132,35","3,40E-09","1,27E-01","14,734",,,,,,,,,,,,,,,,,
2-METHYL-1-HEXENE,"98,188","0,3094",538,"28,325","0,398","0,255","170,28","364,99","170,28","5,62E-07","1,41E-01","15,2695",,,,,,,,,,,,,,,,,
3-METHYL-1-HEXENE,"98,188","0,3057",528,"29,114","0,398","0,267",145,"357,05",145,"3,19E-09","1,43E-01","15,0075",,,,,,,,,,,,,,,,,
4-METHYL-1-HEXENE,"98,188","0,3024",534,"30,002","0,398","0,273","131,7","359,88","131,7","1,97E-10","1,41E-01","15,0116",,,,,,,,,,,,,,,,,
2-METHYL-1-HEPTENE,"112,215","0,3551",567,"25,66","0,453","0,25","185,78","392,37","185,78","1,12E-06","1,57E-01","15,1794",,,,,,,,,,,,,,,,,
"2,3-DIMETHYL-1-BUTENE","84,161","0,2269",500,"31,779","0,349","0,27","115,89","328,76","115,89","4,96E-11","1,25E-01","14,6703",,,,,,,,,,,,,,,,,
"2,3-DIMETHYL-2-BUTENE","84,161","0,2333",524,"31,187","0,372","0,27","198,92","346,35","198,92","1,25E-04","1,20E-01","15,867",,,,,,,,,,,,,,,,,
"3,3-DIMETHYL-1-BUTENE","84,161","0,2257",480,"32,47","0,333","0,275","157,95","314,397","157,95","5,53E-06","1,30E-01","13,7025",,,,,,,,,,,,,,,,,
2-ETHYL-1-BUTENE,"84,161","0,2277",512,"31,187","0,364","0,27","141,61","337,82","141,61","2,69E-08","1,23E-01","15,2012",,,,,,,,,,,,,,,,,
2-ETHYL-1-PENTENE,"98,188","0,3085",543,"29,114","0,398","0,26",168,"367,15",168,"1,67E-07","1,39E-01","15,4493",,,,,,,,,,,,,,,,,
3-ETHYL-1-PENTENE,"98,188","0,3016",530,"29,904","0,398","0,274","145,67","357,26","145,67","5,99E-09","1,42E-01","15,016",,,,,,,,,,,,,,,,,
"2,3,3-TRIMETHYL-1-BUTENE","98,188","0,2406",531,"30,989","0,381","0,271","163,3","351,041","163,3","6,67E-07","1,40E-01","14,6358",,,,,,,,,,,,,,,,,
"2,3-DIMETHYL-1-HEXENE","112,215","0,3251",561,"27,239","0,445","0,263",0,"383,65",0,"0,00E+00","1,56E-01","15,1278",,,,,,,,,,,,,,,,,
2-ETHYL-1-HEXENE,"112,215","0,3799",574,"30,299","0,399","0,257",0,"393,15",0,"0,00E+00","1,55E-01","15,425",,,,,,,,,,,,,,,,,
"2,4,4-TRIMETHYL-1-PENTENE","112,215","0,2695",553,"25,956","0,465","0,266","179,7","374,59","179,7","1,59E-06","1,58E-01","14,5223",,,,,,,,,,,,,,,,,
"2,4,4-TRIMETHYL-2-PENTENE","112,215","0,265",558,"25,956","0,47","0,266","166,84","378,06","166,84","7,23E-08","1,56E-01","14,9804",,,,,,,,,,,,,,,,,
CYCLOPENTENE,"68,118","0,1959",507,"47,392","0,245","0,279","138,13","317,38","138,13","1,67E-07","8,89E-02","16,8905",,,,,,,,,,,,,,,,,
CYCLOHEXENE,"82,145","0,2123","560,4","42,931","0,291","0,272","169,67","356,12","169,67","1,02E-06","1,02E-01","17,4235",,,,,,,,,,,,,,,,,
1-METHYLCYCLOPENTENE,"82,145","0,2318",542,"40,76","0,303","0,278","146,62","348,64","146,62","3,93E-08","1,06E-01","16,8175",,,,,,,,,,,,,,,,,
3-METHYLCYCLOPENTENE,"82,145","0,2296",526,"40,76","0,303","0,286",0,"338,05",0,"0,00E+00","1,08E-01","16,2144",,,,,,,,,,,,,,,,,
4-METHYLCYCLOPENTENE,"82,145","0,2357",527,"40,76","0,303","0,286","112,3","338,82","112,3","7,06E-12","1,08E-01","16,3106",,,,,,,,,,,,,,,,,
CYCLOHEPTENE,"96,172","0,2517",598,"39,576","0,336","0,271","217,15","387,5","217,15","8,90E-05","1,17E-01","17,346",,,,,,,,,,,,,,,,,
CYCLOOCTENE,"110,199","0,2804",632,"36,319","0,381","0,267","214,15","416,15","214,15","1,08E-05","1,30E-01","17,3663",,,,,,,,,,,,,,,,,
PROPADIENE,"40,065","0,1315","393,15","50,234","0,165","0,257","136,87","238,65","136,56","1,05E-04","6,04E-02","14,0116",,,,,,,,,,,,,,,,,
"1,2-BUTADIENE","54,092","0,1659",452,"43,03","0,22","0,255","136,95",284,"136,95","4,41E-06","8,16E-02","16,2144",,,,,,,,,,,,,,,,,
"1,3-BUTADIENE","54,092","0,1895","425,17","42,211","0,2204","0,267","164,25","268,74","164,25","6,82E-04","8,30E-02","15,5994",,,,,,,,,,,,,,,,,
CYCLOPENTADIENE,"66,103","0,202",507,"50,827","0,225","0,275","188,15","314,65","188,15","1,04E-03","8,29E-02","16,8644",,,,,,,,,,,,,,,,,
ISOPRENE,"68,118","0,1583",484,"37,997","0,276","0,264","127,27","307,205","127,27","2,44E-08","1,01E-01","15,3333",,,,,,,,,,,,,,,,,
"3-METHYL-1,2-BUTADIENE","68,118","0,1874",490,"37,799","0,291","0,274","159,53",314,"159,53","7,18E-06","1,00E-01","15,8603",,,,,,,,,,,,,,,,,
"1,2-PENTADIENE","68,118","0,1542",500,"37,503","0,276","0,252","135,89","318,01","135,89","4,32E-08","9,91E-02","16,1058",,,,,,,,,,,,,,,,,
"cis-1,3-PENTADIENE","68,118","0,147",499,"36,911","0,276","0,249","132,35","317,22","132,35","2,04E-08","9,93E-02","16,0155",,,,,,,,,,,,,,,,,
"trans-1,3-PENTADIENE","68,118","0,1162",500,"36,911","0,276","0,248","185,71","315,17","185,71","2,76E-04","1,02E-01","15,7456",,,,,,,,,,,,,,,,,
"1,4-PENTADIENE","68,118","0,0837",479,"36,911","0,303","0,285","124,86","299,11","124,86","3,25E-08","1,04E-01","14,5522",,,,,,,,,,,,,,,,,
"2,3-PENTADIENE","68,118","0,2184",497,"37,503","0,295","0,271","147,5","321,4","147,5","3,05E-07","9,87E-02","16,4691",,,,,,,,,,,,,,,,,
"1,3-CYCLOHEXADIENE","80,129","0,2308",558,"46,681","0,277","0,282",161,"353,49",161,"3,00E-07","9,57E-02","17,973",,,,,,,,,,,,,,,,,
"1,4-CYCLOHEXADIENE","80,129","0,2048",569,"46,681","0,277","0,277","223,95","360,15","223,95","5,86E-04","9,42E-02","18,5252",,,,,,,,,,,,,,,,,
METHYLCYCLOPENTADIENE,"80,129","0,2376",541,"43,721","0,279","0,275",0,"345,93",0,"0,00E+00","9,95E-02","17,4002",,,,,,,,,,,,,,,,,
"2,3-DIMETHYL-1,3-BUTADIENE","82,145","0,2142",526,"34,74","0,315","0,254","197,15","341,93","197,15","1,56E-04","1,14E-01","15,998",,,,,,,,,,,,,,,,,
"1,4-HEXADIENE","82,145","0,28",510,"33,062","0,331","0,262","134,45","338,15","134,45","3,38E-09","1,18E-01","15,5429",,,,,,,,,,,,,,,,,
"1,5-HEXADIENE","82,145","0,2321",507,"33,062","0,339","0,269","132,47","332,61","132,47","9,95E-09","1,19E-01","15,031",,,,,,,,,,,,,,,,,
"cis,trans-2,4-HEXADIENE","82,145","0,2754",538,"33,062","0,331","0,248","177,05","356,65","177,05","3,77E-06","1,14E-01","16,5806",,,,,,,,,,,,,,,,,
"trans,trans-2,4-HEXADIENE","82,145","0,2821",535,"33,062","0,331","0,249","228,25","355,05","228,25","1,22E-03","1,16E-01","16,5344",,,,,,,,,,,,,,,,,
"1,5-CYCLOOCTADIENE","108,183","0,2858",645,"38,49","0,366","0,266","203,98","423,27","203,98","9,24E-07","1,23E-01","18,5275",,,,,,,,,,,,,,,,,
VINYLCYCLOHEXENE,"108,183","0,3294",599,"33,851","0,379","0,261",164,401,164,"3,27E-09","1,31E-01","16,9054",,,,,,,,,,,,,,,,,
"2,5-DIMETHYL-1,5-HEXADIENE","110,199","0,3238",567,"27,042","0,445","0,259","198,321","387,45","198,321","7,62E-06","1,49E-01","15,5269",,,,,,,,,,,,,,,,,
"2,5-DIMETHYL-2,4-HEXADIENE","110,199","0,3255",596,"27,042","0,425","0,235","286,8","407,65","286,8","6,20E-03","1,45E-01","16,7151",,,,,,,,,,,,,,,,,
DICYCLOPENTADIENE,"132,205","0,288",660,"30,2","0,445","0,248","305,15",443,"305,15","5,59E-03","1,35E-01","17,7963",,,,,,,,,,,,,,,,,
ACETYLENE,"26,038","0,1873","308,32","60,587","0,113","0,271","192,4","189,35","192,4","1,24E+00","4,22E-02","18,7811",,,,,,,,,,,,,,,,,
METHYLACETYLENE,"40,065","0,2161","402,39","55,544","0,164","0,276","170,45","249,94","170,45","3,68E-03","5,96E-02","18,3884",,,,,,,,,,,,,,,,,
VINYLACETYLENE,"52,076","0,1069",454,"47,964","0,205","0,264",0,"278,25",0,"0,00E+00","7,43E-02","17,2217",,,,,,,,,,,,,,,,,
DIMETHYLACETYLENE,"54,092","0,2385","473,2","48,063","0,221","0,274","240,91","300,13","240,91","6,04E-02","7,89E-02","17,4817",,,,,,,,,,,,,,,,,
ETHYLACETYLENE,"54,092","0,2469","443,2","48,853","0,222","0,298","147,429","281,22","147,43","1,10E-05","8,10E-02","16,5817",,,,,,,,,,,,,,,,,
2-METHYL-1-BUTENE-3-YNE,"66,103","0,137",492,"43,227","0,248","0,266","160,15","305,4","160,15","2,88E-05","9,46E-02","15,5877",,,,,,,,,,,,,,,,,
1-PENTENE-3-YNE,"66,103","0,2523",520,"43,425","0,256","0,261",0,"332,4",0,"0,00E+00","9,01E-02","17,2681",,,,,,,,,,,,,,,,,
1-PENTENE-4-YNE,"66,103","0,1786",503,"43,425","0,256","0,269",0,"315,65",0,"0,00E+00","9,13E-02","16,4433",,,,,,,,,,,,,,,,,
3-METHYL-1-BUTYNE,"68,118","0,3081","463,2","41,451","0,275","0,3","183,45","302,15","183,45","4,30E-04","1,03E-01","15,1757",,,,,,,,,,,,,,,,,
1-PENTYNE,"68,118","0,2899","481,2","41,155","0,277","0,289","167,45","313,33","167,45","2,37E-05","9,90E-02","16,1061",,,,,,,,,,,,,,,,,
2-PENTYNE,"68,118","0,1752",519,"39,773","0,276","0,258","163,83","329,27","163,83","2,02E-06","9,66E-02","16,9534",,,,,,,,,,,,,,,,,
1-HEXYNE,"82,145","0,3327","516,2","35,727","0,322","0,272","141,25","344,48","141,25","3,86E-09","1,15E-01","16,3289",,,,,,,,,,,,,,,,,
2-HEXYNE,"82,145","0,2214",549,"34,838","0,331","0,256","183,65","357,67","183,65","5,33E-06","1,13E-01","16,9147",,,,,,,,,,,,,,,,,
3-HEXYNE,"82,145","0,2183",544,"34,838","0,331","0,258","170,05","354,35","170,05","2,17E-06","1,14E-01","16,6032",,,,,,,,,,,,,,,,,
1-HEPTYNE,"96,172","0,2728",559,"30,989","0,386","0,261","192,22","372,93","192,22","6,61E-06","1,32E-01","16,1525",,,,,,,,,,,,,,,,,
1-OCTYNE,"110,199","0,3234",585,"27,831","0,441","0,256","193,55","399,35","193,55","9,96E-07","1,48E-01","16,2981",,,,,,,,,,,,,,,,,
BENZENE,"78,114","0,21","562,16","48,339","0,259","0,271","278,68","353,24","278,68","4,70E-02","8,95E-02","18,7296",,,,,,,,,,,,,,,,,
TOLUENE,"92,141","0,2621","591,8","40,523","0,316","0,264","178,18","383,78","178,18","4,18E-07","1,07E-01","18,3242",,,,,,,,,,,,,,,,,
ETHYLBENZENE,"106,167","0,3026","617,2","35,588","0,374","0,263","178,2","409,35","178,15","3,96E-08","1,23E-01","17,9848",,,,,,,,,,,,,,,,,
n-PROPYLBENZENE,"120,194","0,3447","638,38","31,582","0,44","0,265","173,55","432,391","173,55","2,09E-09","1,40E-01","17,6612",,,,,,,,,,,,,,,,,
n-BUTYLBENZENE,"134,221","0,3938","660,55","28,492","0,497","0,261","185,3","456,455","185,3","1,18E-09","1,56E-01","17,4968",,,,,,,,,,,,,,,,,
n-PENTYLBENZENE,"148,248","0,4378","679,9","25,699","0,55","0,253","198,15","478,61","198,15","1,92E-09","1,73E-01","17,4693",,,,,,,,,,,,,,,,,
n-HEXYLBENZENE,"162,275","0,479",698,"23,489","0,593","0,243",212,"499,26",212,"3,95E-09","1,90E-01","17,4268",,,,,,,,,,,,,,,,,
n-HEPTYLBENZENE,"176,302","0,5272",714,"21,515","0,648","0,238","225,15","519,25","225,15","5,37E-09","2,06E-01","17,3737",,,,,,,,,,,,,,,,,
n-OCTYLBENZENE,"190,329","0,567",729,"19,936","0,703","0,234","237,15","537,55","237,15","7,09E-09","2,23E-01","17,373",,,,,,,,,,,,,,,,,
n-NONYLBENZENE,"204,356","0,6331",741,"18,702","0,753","0,232",249,"555,2",249,"6,52E-09","2,40E-01","17,3854",,,,,,,,,,,,,,,,,
n-DECYLBENZENE,"218,382","0,6797",753,"17,469","0,813","0,23","258,77","571,04","258,77","9,52E-09","2,56E-01","17,2786",,,,,,,,,,,,,,,,,
n-UNDECYLBENZENE,"232,409","0,7333",764,"16,501","0,868","0,228",268,"586,4",268,"8,80E-09","2,73E-01","17,2139",,,,,,,,,,,,,,,,,
n-DODECYLBENZENE,"246,436","0,7333",780,"15,396","0,923","0,222","275,927","600,76","275,927","1,36E-08","2,89E-01","17,0256",,,,,,,,,,,,,,,,,
n-TRIDECYLBENZENE,"260,463","0,7799",790,"14,606","0,978","0,22","283,15","614,43","283,15","9,74E-09","3,06E-01","16,8703",,,,,,,,,,,,,,,,,
n-TETRADECYLBENZENE,"274,49","0,813",800,"13,817","1,03","0,217","289,15","627,15","289,15","9,68E-09","3,22E-01","16,6368",,,,,,,,,,,,,,,,,
n-PENTADECYLBENZENE,"288,517","0,8567",809,"13,126","1,09","0,216","295,15","639,15","295,15","8,36E-09","3,39E-01","16,4952",,,,,,,,,,,,,,,,,
n-HEXADECYLBENZENE,"302,544","0,8996",818,"12,534","1,14","0,213","300,15","651,15","300,15","6,09E-09","3,56E-01","16,3896",,,,,,,,,,,,,,,,,
n-HEPTADECYLBENZENE,"316,571","0,9195",826,"11,942","1,2","0,211","305,15","662,15","305,15","4,72E-09","3,74E-01","16,299",,,,,,,,,,,,,,,,,
n-OCTADECYLBENZENE,"330,597","0,9505",834,"11,448","1,25","0,209",309,"673,15","309,65","3,32E-09","3,91E-01","16,2363",,,,,,,,,,,,,,,,,
m-XYLENE,"106,167","0,3259","617,05","34,898","0,376","0,259","225,3","412,27","225,3","3,17E-05","1,23E-01","18,0535",,,,,,,,,,,,,,,,,
o-XYLENE,"106,167","0,3104","630,33","36,852","0,369","0,263","247,98","417,58","247,98","2,17E-04","1,21E-01","18,3923",,,,,,,,,,,,,,,,,
p-XYLENE,"106,167","0,3215","616,23","34,651","0,379","0,26","286,41","411,51","286,41","5,74E-03","1,24E-01","17,9031",,,,,,,,,,,,,,,,,
CUMENE,"120,194","0,3258","631,1","31,67","0,427","0,261","177,14","425,56","177,14","3,75E-09","1,40E-01","17,4362",,,,,,,,,,,,,,,,,
m-ETHYLTOLUENE,"120,194","0,3226","637,15","28,029","0,49","0,263","177,61","434,48","177,61","3,14E-09","1,40E-01","17,8567",,,,,,,,,,,,,,,,,
o-ETHYLTOLUENE,"120,194","0,2932","651,15",30,"0,46","0,258","192,35","438,33","192,35","5,75E-08","1,37E-01","18,0132",,,,,,,,,,,,,,,,,
p-ETHYLTOLUENE,"120,194","0,3663","640,23","31,907","0,427","0,259","210,83","435,16","210,83","9,95E-07","1,40E-01","17,783",,,,,,,,,,,,,,,,,
MESITYLENE,"120,194","0,399","637,36","30,861","0,433","0,256","228,424","437,89","228,42","1,17E-05","1,40E-01","17,9647",,,,,,,,,,,,,,,,,
"1,2,3-TRIMETHYLBENZENE","120,194","0,3664","664,53","34,09","0,414","0,259","247,79","449,27","247,79","4,26E-05","1,35E-01","18,3439",,,,,,,,,,,,,,,,,
"1,2,4-TRIMETHYLBENZENE","120,194","0,3773","649,13","31,897","0,43","0,258","229,33","442,53","229,33","7,87E-06","1,38E-01","18,0739",,,,,,,,,,,,,,,,,
sec-BUTYLBENZENE,"134,221","0,2791","664,54","29,114","0,497","0,265","197,717","446,48","197,717","1,78E-08","1,56E-01","17,0519",,,,,,,,,,,,,,,,,
tert-BUTYLBENZENE,"134,221","0,2674",660,"29,312","0,492","0,266","215,27","442,3","215,27","8,98E-07","1,56E-01","17,1269",,,,,,,,,,,,,,,,,
m-CYMENE,"134,221","0,3411",657,"28,917","0,485","0,26","209,44","448,23","209,44","3,69E-07","1,57E-01","17,1287",,,,,,,,,,,,,,,,,
o-CYMENE,"134,221","0,3372",662,"28,917","0,489","0,26","201,64","451,33","201,64","8,82E-08","1,54E-01","17,3858",,,,,,,,,,,,,,,,,
p-CYMENE,"134,221","0,3668","653,15","27,634","0,497","0,256","205,25","450,28","205,25","9,80E-08","1,57E-01","17,2856",,,,,,,,,,,,,,,,,
m-DIETHYLBENZENE,"134,221","0,354",663,"28,423","0,488","0,255","189,259","454,286","189,259","6,56E-09","1,56E-01","17,464",,,,,,,,,,,,,,,,,
o-DIETHYLBENZENE,"134,221","0,3395",668,"28,423","0,502","0,26","241,929","456,608","241,929","1,03E-05","1,53E-01","17,7637",,,,,,,,,,,,,,,,,
p-DIETHYLBENZENE,"134,221","0,403","657,96","27,663","0,497","0,255","230,325","456,937","230,325","2,65E-06","1,56E-01","17,5371",,,,,,,,,,,,,,,,,
2-ETHYL-m-XYLENE,"134,221","0,4066",671,"29,805","0,482","0,261","256,89","463,19","256,89","2,78E-05","1,51E-01","18,1372",,,,,,,,,,,,,,,,,
2-ETHYL-p-XYLENE,"134,221","0,4114",663,"28,423","0,482","0,252","219,52","459,98","219,52","7,39E-07","1,54E-01","17,6111",,,,,,,,,,,,,,,,,
3-ETHYL-o-XYLENE,"134,221","0,3621",680,"30,891","0,507","0,258","223,64","467,11","223,64","4,66E-07","1,51E-01","18,302",,,,,,,,,,,,,,,,,
4-ETHYL-m-XYLENE,"134,221","0,414",665,"28,423","0,482","0,251","210,27","461,59","210,27","1,79E-07","1,54E-01","17,6495",,,,,,,,,,,,,,,,,
4-ETHYL-o-XYLENE,"134,221","0,4114",667,"28,423","0,49","0,254","206,22","462,93","206,22","3,39E-08","1,54E-01","17,9884",,,,,,,,,,,,,,,,,
5-ETHYL-m-XYLENE,"134,221","0,4169",655,"27,14","0,482","0,243","188,82","456,93","188,82","2,10E-09","1,56E-01","17,5689",,,,,,,,,,,,,,,,,
ISOBUTYLBENZENE,"134,221","0,3797","650,15","30,002","0,456","0,256","221,7","445,939","221,7","3,00E-06","1,58E-01","17,2685",,,,,,,,,,,,,,,,,
1-METHYL-2-n-PROPYLBENZENE,"134,221","0,407",662,"29,016","0,482","0,257","212,95","457,95","212,95","2,58E-07","1,54E-01","17,6277",,,,,,,,,,,,,,,,,
1-METHYL-3-n-PROPYLBENZENE,"134,221","0,4128",654,"27,733","0,482","0,249","190,57","454,95","190,57","7,12E-09","1,57E-01","17,5075",,,,,,,,,,,,,,,,,
1-METHYL-4-n-PROPYLBENZENE,"134,221","0,4134",656,"27,733","0,482","0,248","209,55","456,45","209,55","1,70E-07","1,57E-01","17,4606",,,,,,,,,,,,,,,,,
"1,2,3,4-TETRAMETHYLBENZENE","134,221","0,4172",693,"30,693","0,475","0,256","266,9","478,19","266,9","2,95E-05","1,49E-01","18,8617",,,,,,,,,,,,,,,,,
"1,2,3,5-TETRAMETHYLBENZENE","134,221","0,4242",679,"29,312","0,482","0,254","249,46","471,15","249,46","8,75E-06","1,51E-01","18,3254",,,,,,,,,,,,,,,,,
"1,2,4,5-TETRAMETHYLBENZENE","134,221","0,4341","675,15","29,016","0,482","0,252","352,384","469,99","352,384","1,76E-02","1,60E-01","17,1268",,,,,,,,,,,,,,,,,
m-DIISOPROPYLBENZENE,"162,275","0,3587",684,"24,18","0,6","0,258","210,02","476,33","210,02","3,29E-08","1,90E-01","16,5784",,,,,,,,,,,,,,,,,
p-DIISOPROPYLBENZENE,"162,275","0,39",689,"24,18","0,598","0,256","256,08","483,65","256,08","6,89E-06","1,90E-01","16,9301",,,,,,,,,,,,,,,,,
p-tert-BUTYL ETHYLBENZENE,"162,275","0,4347",684,"23,489","0,605","0,253","234,8","485,25","234,8","6,41E-07","0,1001","16,7744",,,,,,,,,,,,,,,,,
ETHYNYLBENZENE,"102,136","0,2264",650,"42,24","0,332","0,263","228,3",416,"228,3","5,40E-05","1,11E-01","18,8056",,,,,,,,,,,,,,,,,
STYRENE,"104,152","0,2971",636,"37,898","0,352","0,256","242,54","418,31","242,54","1,05E-04","1,16E-01","19,0159",,,,,,,,,,,,,,,,,
alpha-METHYLSTYRENE,"118,178","0,323",654,"33,161","0,399","0,247","249,95","438,65","249,95","9,11E-05","1,31E-01","18,3262",,,,,,,,,,,,,,,,,
m-METHYLSTYRENE,"118,178","0,3487",657,"32,47","0,407","0,245","186,81","444,75","186,81","1,18E-08","1,30E-01","18,7154",,,,,,,,,,,,,,,,,
o-METHYLSTYRENE,"118,178","0,3412",659,"34,246","0,407","0,258","204,58","442,96","204,58","1,51E-07","1,30E-01","18,9703",,,,,,,,,,,,,,,,,
p-METHYLSTYRENE,"118,178","0,3175",665,"33,161","0,431","0,262","239,02","445,93","239,02","1,49E-05","1,29E-01","18,9153",,,,,,,,,,,,,,,,,
cis-1-PROPENYLBENZENE,"118,178","0,3411",671,"33,161","0,407","0,245","211,47","452,03","211,47","6,08E-07","1,31E-01","18,9344",,,,,,,,,,,,,,,,,
trans-1-PROPENYLBENZENE,"118,178","0,3393",670,"33,161","0,407","0,245","243,82","451,41","243,82","1,96E-05","1,31E-01","18,8991",,,,,,,,,,,,,,,,,
m-DIVINYLBENZENE,"130,189","0,3734",692,"30,792","0,44","0,239","206,25","472,65","206,25","4,38E-08","1,41E-01","18,7466",,,,,,,,,,,,,,,,,
2-PHENYLBUTENE-1,"132,205","0,3532",666,"29,706","0,454","0,247",0,"455,15",0,"0,00E+00","1,49E-01","17,8177",,,,,,,,,,,,,,,,,
cis-2-PHENYLBUTENE-2,"132,205","0,3564",685,"29,706","0,47","0,248","249,65","467,85","249,65","1,34E-05","1,44E-01","18,528",,,,,,,,,,,,,,,,,
trans-2-PHENYLBUTENE-2,"132,205","0,361",654,"29,706","0,464","0,257",0,"447,15",0,"0,00E+00","1,48E-01","17,7146",,,,,,,,,,,,,,,,,
p-ISOPROPENYLSTYRENE,"144,216","0,4068",741,"27,436","0,531","0,24",0,515,0,"0,00E+00","1,55E-01","19,3918",,,,,,,,,,,,,,,,,
CYCLOHEXYLBENZENE,"160,259","0,3783",744,"28,423","0,529","0,246","280,14","513,27","280,14","1,30E-05","1,71E-01","18,7269",,,,,,,,,,,,,,,,,
p-tert-BUTYLSTYRENE,"160,259","0,4216",709,"24,476","0,594","0,25","236,25",500,"236,25","2,98E-07","1,81E-01","17,2041",,,,,,,,,,,,,,,,,
4-ISOBUTYLSTYRENE,"160,259","0,4631",735,"23,489","0,621","0,242",0,524,0,"0,00E+00","1,83E-01","18,0528",,,,,,,,,,,,,,,,,
NAPHTHALENE,"128,174","0,3022","748,35","39,98","0,413","0,269","353,434","491,143","353,43","9,79E-03","1,31E-01","19,4509",,,,,,,,,,,,,,,,,
"1,2,3,4-TETRAHYDRONAPHTHALENE","132,205","0,3284","720,15","35,727","0,441","0,267","237,4","480,77","237,38","1,32E-06","1,37E-01","19,3438",,,,,,,,,,,,,,,,,
1-METHYLNAPHTHALENE,"142,2","0,3478","772,04","36,121","0,465","0,265","242,67","517,833","242,67","3,45E-07","1,40E-01","20,1218",,,,,,,,,,,,,,,,,
2-METHYLNAPHTHALENE,"142,2","0,3716",761,"34,542","0,465","0,257","307,73","514,26","307,73","2,02E-04","1,43E-01","19,7329",,,,,,,,,,,,,,,,,
"2,6-DIMETHYLNAPHTHALENE","156,227","0,4177",777,"31,285","0,52","0,255","384,55","535,15","383,317","7,73E-03","1,68E-01","18,0453",,,,,,,,,,,,,,,,,
"2,7-DIMETHYLNAPHTHALENE","156,227","0,4196",778,"31,285","0,52","0,255","370,15","536,15","368,812","3,66E-03","1,66E-01","18,2986",,,,,,,,,,,,,,,,,
1-ETHYLNAPHTHALENE,"156,227","0,3626",776,"29,608","0,52","0,242","259,34","531,48","259,34","6,48E-07","1,56E-01","19,8531",,,,,,,,,,,,,,,,,
2-ETHYLNAPHTHALENE,"156,227","0,4213",771,"31,285","0,52","0,257","265,75","531,05","265,75","1,70E-06","1,58E-01","19,4384",,,,,,,,,,,,,,,,,
1-n-PROPYLNAPHTHALENE,"170,254","0,4554",782,"29,312","0,52","0,238","264,55","545,93","264,55","5,34E-07","1,73E-01","19,0913",,,,,,,,,,,,,,,,,
1-n-BUTYLNAPHTHALENE,"184,281","0,4951",792,"26,45","0,631","0,257","253,43","562,54","253,43","1,94E-08","1,89E-01","19,1005",,,,,,,,,,,,,,,,,
1-PHENYLNAPHTHALENE,"204,271","0,5309",849,"25,956","0,656","0,244","318,15","607,15","318,15","2,79E-06","1,90E-01","19,9117",,,,,,,,,,,,,,,,,
1-n-HEXYLNAPHTHALENE,"212,335","0,5874",813,"22,206","0,741","0,247","255,15","595,15","255,15","1,43E-09","2,24E-01","18,7204",,,,,,,,,,,,,,,,,
"1-n-HEXYL-1,2,3,4-TETRAHYDRONAPHTHALENE","216,367","0,5888",779,"18,653","0,771","0,225",0,"578,15",0,"0,00E+00","2,36E-01","17,7092",,,,,,,,,,,,,,,,,
1-n-NONYLNAPHTHALENE,"254,415","0,6168",849,"16,58",1,"0,238","284,15",639,"284,15","1,22E-08","2,72E-01","17,4093",,,,,,,,,,,,,,,,,
